id,start_of_availability,end_of_availability,maximum_ride_time,capacity_walking,depot_latitude,depot_longitude
1,600,960,950,4,59.709599999999995,10.826500000000001
2,600,960,950,4,60.4876,11.3285
3,600,960,950,4,59.554,10.5755
4,600,960,950,4,59.8652,11.5795
5,600,960,950,4,59.8652,10.826500000000001
6,600,960,950,4,60.4876,11.0775
7,600,960,950,4,59.554,11.0775
8,600,960,950,4,59.8652,11.0775
9,600,960,950,4,60.1764,11.3285
10,600,960,950,4,60.1764,11.5795
11,600,960,950,4,59.8652,11.0775
12,600,960,950,4,60.4876,11.3285
13,600,960,950,4,60.020799999999994,11.0775
14,600,960,950,4,60.331999999999994,11.0775
15,600,960,950,4,60.331999999999994,11.0775
16,600,960,950,4,60.020799999999994,10.5755
17,600,960,950,4,60.331999999999994,10.826500000000001
18,600,960,950,4,60.1764,11.0775
19,600,960,950,4,60.4876,10.5755
20,1080,1440,1422,4,59.554,11.5795
21,1080,1440,1422,4,59.8652,11.5795
22,1080,1440,1422,4,60.331999999999994,11.3285
23,1080,1440,1422,4,60.331999999999994,11.0775
24,1080,1440,1422,4,59.8652,11.3285
25,1080,1440,1422,4,59.8652,10.826500000000001
26,1080,1440,1422,4,60.020799999999994,11.3285
27,1080,1440,1422,4,60.020799999999994,10.5755
28,1080,1440,1422,4,60.020799999999994,11.0775
29,1080,1440,1422,4,59.554,10.826500000000001
30,840,1200,1186,4,60.1764,11.3285
31,840,1200,1186,4,60.020799999999994,10.5755
32,840,1200,1186,4,59.8652,10.826500000000001
33,840,1200,1186,4,59.554,10.826500000000001
34,840,1200,1186,4,59.554,11.3285
35,840,1200,1186,4,60.020799999999994,10.5755
36,840,1200,1186,4,60.020799999999994,11.0775
37,840,1200,1186,4,60.331999999999994,11.3285
38,840,1200,1186,4,59.709599999999995,10.826500000000001
39,840,1200,1186,4,59.8652,10.826500000000001
40,840,1200,1186,4,59.8652,11.3285
41,840,1200,1186,4,60.020799999999994,11.3285
42,840,1200,1186,4,60.1764,11.3285
43,840,1200,1186,4,59.709599999999995,10.826500000000001
44,840,1200,1186,4,60.020799999999994,11.0775
45,840,1200,1186,4,60.4876,10.826500000000001
46,840,1200,1186,4,60.1764,11.5795
47,840,1200,1186,4,60.4876,11.0775
48,840,1200,1186,4,59.8652,10.826500000000001
49,840,1200,1186,4,59.709599999999995,10.5755
50,840,1200,1186,4,59.709599999999995,10.826500000000001
51,840,1200,1186,4,60.020799999999994,10.826500000000001
52,840,1200,1186,4,59.709599999999995,11.3285
53,840,1200,1186,4,59.8652,11.5795
54,840,1200,1186,4,60.4876,11.0775
55,840,1200,1186,4,60.4876,10.826500000000001
56,840,1200,1186,4,60.1764,11.3285
57,840,1200,1186,4,60.020799999999994,11.0775
58,840,1200,1186,4,60.1764,10.826500000000001
59,840,1200,1186,4,59.8652,11.0775
60,840,1200,1186,4,60.4876,11.3285
61,840,1200,1186,4,60.4876,11.3285
62,840,1200,1186,4,60.020799999999994,11.3285
63,840,1200,1186,4,60.020799999999994,11.3285
64,840,1200,1186,4,60.4876,11.0775
65,360,720,714,4,60.020799999999994,11.3285
66,360,720,714,4,60.331999999999994,11.0775
67,360,720,714,4,60.4876,11.0775
68,360,720,714,4,59.709599999999995,10.826500000000001
69,360,720,714,4,60.331999999999994,11.0775
70,360,720,714,4,59.8652,11.0775
71,360,720,714,4,60.331999999999994,11.3285
72,360,720,714,4,60.331999999999994,11.3285
73,360,720,714,4,60.1764,11.3285
74,360,720,714,4,60.1764,11.5795
75,360,720,714,4,59.554,11.0775
76,360,720,714,4,59.709599999999995,11.0775
77,360,720,714,4,60.020799999999994,11.0775
78,360,720,714,4,59.8652,11.0775
79,360,720,714,4,60.64319999999999,11.0775
80,360,720,714,4,59.8652,11.0775
81,360,720,714,4,59.709599999999995,11.0775
82,360,720,714,4,59.709599999999995,10.826500000000001
83,360,720,714,4,59.554,10.826500000000001
84,360,720,714,4,60.020799999999994,11.3285
85,360,720,714,4,60.1764,11.0775
86,360,720,714,4,59.8652,11.3285
87,360,720,714,4,60.1764,10.5755
88,360,720,714,4,60.020799999999994,11.0775
89,360,720,714,4,60.020799999999994,11.0775
90,360,720,714,4,60.020799999999994,11.5795
91,360,720,714,4,60.4876,10.826500000000001
