id,start_of_availability,end_of_availability,maximum_ride_time,capacity_walking,depot_latitude,depot_longitude
1,600,960,6,4,60.04276430616889,11.209249336109897
2,600,960,6,4,60.02357350440635,10.883163692449047
3,600,960,6,4,60.29224472908192,11.501601982150659
4,600,960,6,4,60.35621406829039,11.18676067102984
5,600,960,6,4,59.99798576872296,10.849430694828959
6,600,960,6,4,59.93401642951449,11.569067977390835
7,600,960,6,4,59.88284095814772,10.489612053548022
8,600,960,6,4,60.08114590969397,11.647778305171041
9,600,960,6,4,59.86365015638518,11.063073013089516
10,600,960,6,4,59.658948270918074,11.591556642470893
11,1080,1440,6,4,60.44577114318225,11.00685135038937
12,1080,1440,6,4,59.63975746915553,10.489612053548022
13,1080,1440,6,4,60.39459567181547,11.16427200594978
14,1080,1440,6,4,60.3434202004487,11.31044832897016
15,1080,1440,6,4,59.87644402422687,11.951375283751831
16,840,1200,6,4,59.927619495593646,10.950629687689224
17,840,1200,6,4,59.48623105505521,10.871919359909018
18,840,1200,6,4,59.47343718721351,10.703254371808578
19,840,1200,6,4,59.908428693831105,10.545833716248168
20,840,1200,6,4,59.697329874443156,11.063073013089516
21,840,1200,6,4,59.806077751097554,10.781964699588784
22,840,1200,6,4,60.17709991850668,11.029340015469428
23,840,1200,6,4,59.844459354622636,11.557823644850806
24,840,1200,6,4,59.62056666739299,10.635788376568403
25,840,1200,6,4,60.388198737894626,10.995607017849341
26,840,1200,6,4,59.94681029735619,10.377168728147728
27,840,1200,6,4,60.010779636564656,10.287214067827493
28,840,1200,6,4,59.83806242070179,11.535334979770747
29,840,1200,6,4,60.02357350440635,11.15302767340975
30,840,1200,6,4,60.14511524890244,11.254226666270014
31,840,1200,6,4,60.25386312555684,11.175516338489809
32,840,1200,6,4,59.72931454404739,10.905652357529107
33,840,1200,6,4,59.62696360131384,10.51210071862808
34,840,1200,6,4,60.0299704383272,11.647778305171041
35,840,1200,6,4,60.08114590969397,11.321692661510191
36,840,1200,6,4,59.658948270918074,11.355425659130278
37,840,1200,6,4,59.927619495593646,10.815697697208872
38,360,720,6,4,60.24746619163599,11.681511302791128
39,360,720,6,4,60.369007936132085,10.98436268530931
40,360,720,6,4,59.87644402422687,11.231738001189957
41,360,720,6,4,59.953207231277034,10.545833716248168
42,360,720,6,4,59.89563482598941,11.400402989290395
43,360,720,6,4,59.81887161893925,11.580312309930864
44,360,720,6,4,59.91482562775195,10.624544044028374
45,360,720,6,4,59.90203175991026,10.770720367048755
46,360,720,6,4,60.31143553084446,11.344181326590249
47,360,720,6,4,60.11313057929821,11.51284631469069
48,360,720,6,4,59.98519190088127,11.602800975010924
49,360,720,6,4,60.44577114318225,11.31044832897016
50,360,720,6,4,60.27305392731938,11.108050343249634
51,360,720,6,4,60.202687654190065,11.377914324210337
52,360,720,6,4,59.722917610126544,11.063073013089516
53,360,720,6,4,60.2346723237943,11.355425659130278
54,360,720,6,4,60.08754284361482,11.231738001189957
55,360,720,6,4,60.08754284361482,11.602800975010924
56,360,720,6,4,59.88284095814772,10.568322381328226
57,360,720,6,4,59.780490015414166,10.602055378948315
58,360,720,6,4,59.96600109911873,11.141783340869722
59,360,720,6,4,60.31143553084446,10.793209032128813
60,360,720,6,4,60.08754284361482,11.33293699405022
61,360,720,6,4,60.00438270264381,10.725743036888638
62,360,720,6,4,60.27305392731938,11.265470998810043
63,360,720,6,4,59.8124746850184,11.49035764961063
64,360,720,6,4,59.697329874443156,10.86067502736899
65,360,720,6,4,59.77409308149332,11.535334979770747
