id,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,request_type,request_time,mobility_type,call_time,direct_drive_time
1,59.939370467533344,10.691576891727019,60.0299704383272,11.895153621051685,0,1041,WALKING,1035,0
2,59.8901768585579,11.282439822666344,59.9212225616728,11.546579312310776,0,640,WALKING,629,0
3,59.877185712674915,10.598842940630622,59.927619495593646,10.51210071862808,0,368,WALKING,360,0
4,59.884872055550346,11.39427267869812,60.036367372248044,10.455879055927934,0,1134,WALKING,1120,0
5,59.52344905898509,10.907100483876128,59.844459354622636,10.725743036888638,0,785,WALKING,774,0
6,59.61517979933739,10.739716385600767,59.78688694933501,10.826942029748901,0,460,WALKING,452,0
7,59.59899537441809,11.352403689157756,59.58858199778876,10.590811046408286,0,955,WALKING,948,0
8,59.56665001221518,10.292534072870328,59.94041336343534,10.781964699588784,0,725,WALKING,714,0
9,59.99208307988397,10.56439489017573,59.90203175991026,10.602055378948315,0,484,WALKING,469,0
10,60.356201919925205,11.711371790228567,60.39459567181547,11.614045307550953,0,1061,WALKING,1049,0
11,60.283096241348645,10.675193295640334,60.2346723237943,11.254226666270014,0,1061,WALKING,1049,0
12,60.010739074620005,11.861830765004642,59.991588834802116,11.703999967871187,0,1046,WALKING,1035,0
13,60.378111855678185,11.626378463213829,60.39459567181547,10.98436268530931,0,999,WALKING,989,0
14,59.86506500831541,11.312541715958877,60.04916124008974,11.276715331350074,0,588,WALKING,573,0
15,59.76496737373974,10.88047802528446,59.844459354622636,10.98436268530931,0,387,WALKING,378,0
16,60.16463710672678,11.082386190689284,60.138718314981595,11.074317345629545,0,681,WALKING,672,0
17,60.17587554766016,11.86815960731014,60.44577114318225,11.445380319450512,0,1033,WALKING,1020,0
18,59.94137089338322,10.922612823557927,59.9212225616728,11.029340015469428,0,777,WALKING,762,0
19,59.87345854051393,10.438535596085316,60.04276430616889,10.613299711488343,0,438,WALKING,427,0
20,59.707979416444495,10.459601277037324,59.703726808364,10.568322381328226,0,795,WALKING,781,0
21,59.64205003887694,11.059848076433804,59.69093294052231,11.15302767340975,0,901,WALKING,890,0
22,59.96248273384666,10.964259214937766,59.94041336343534,10.995607017849341,0,1186,WALKING,1172,0
23,59.47926673045442,10.601979713105115,59.780490015414166,10.703254371808578,0,917,WALKING,905,0
24,60.36032396901051,10.685179957962983,60.330626332607004,10.804453364668841,0,374,WALKING,367,0
25,59.48590167838169,10.318054175377164,59.46064331937182,10.34343573052764,0,456,WALKING,447,0
26,59.49547740810267,10.597381179359994,59.75490227973078,11.625289640090982,0,834,WALKING,821,0
27,59.9848902621429,10.267315065619334,59.97879496696042,10.35468006306767,0,763,WALKING,749,0
