id,start_of_availability,end_of_availability,maximum_ride_time,capacity_walking,depot_latitude,depot_longitude
1,600,960,950,4,59.709599999999995,10.826500000000001
2,600,960,950,4,59.8652,11.5795
3,600,960,950,4,60.020799999999994,11.0775
4,600,960,950,4,60.020799999999994,11.0775
5,600,960,950,4,60.4876,11.0775
6,600,960,950,4,60.331999999999994,11.3285
7,600,960,950,4,59.554,10.826500000000001
8,600,960,950,4,60.020799999999994,10.826500000000001
9,600,960,950,4,60.331999999999994,11.3285
10,600,960,950,4,60.020799999999994,11.3285
11,600,960,950,4,60.4876,10.826500000000001
12,600,960,950,4,60.4876,11.3285
13,600,960,950,4,60.020799999999994,10.826500000000001
14,600,960,950,4,59.554,10.826500000000001
15,600,960,950,4,60.020799999999994,11.0775
16,600,960,950,4,60.020799999999994,11.5795
17,1080,1440,1422,4,60.331999999999994,11.5795
18,1080,1440,1422,4,59.8652,10.5755
19,1080,1440,1422,4,59.8652,11.5795
20,1080,1440,1422,4,60.020799999999994,10.5755
21,1080,1440,1422,4,60.1764,11.3285
22,1080,1440,1422,4,60.4876,11.3285
23,1080,1440,1422,4,60.4876,11.3285
24,1080,1440,1422,4,60.1764,11.0775
25,1080,1440,1422,4,60.020799999999994,11.5795
26,840,1200,1186,4,60.1764,11.3285
27,840,1200,1186,4,60.1764,11.5795
28,840,1200,1186,4,60.020799999999994,11.3285
29,840,1200,1186,4,59.8652,11.3285
30,840,1200,1186,4,59.8652,10.5755
31,840,1200,1186,4,60.020799999999994,11.0775
32,840,1200,1186,4,59.8652,11.0775
33,840,1200,1186,4,59.8652,10.826500000000001
34,840,1200,1186,4,59.8652,11.5795
35,840,1200,1186,4,59.8652,11.3285
36,840,1200,1186,4,60.020799999999994,11.0775
37,840,1200,1186,4,60.1764,11.5795
38,840,1200,1186,4,60.020799999999994,11.5795
39,840,1200,1186,4,59.554,11.3285
40,840,1200,1186,4,59.554,10.5755
41,840,1200,1186,4,60.331999999999994,10.5755
42,840,1200,1186,4,59.8652,11.0775
43,840,1200,1186,4,60.1764,11.5795
44,840,1200,1186,4,60.020799999999994,10.3245
45,840,1200,1186,4,60.020799999999994,11.0775
46,840,1200,1186,4,60.020799999999994,11.5795
47,840,1200,1186,4,60.020799999999994,11.0775
48,840,1200,1186,4,60.331999999999994,11.0775
49,840,1200,1186,4,59.8652,10.826500000000001
50,840,1200,1186,4,60.4876,11.0775
51,840,1200,1186,4,60.020799999999994,11.0775
52,840,1200,1186,4,60.020799999999994,11.3285
53,840,1200,1186,4,60.020799999999994,10.3245
54,840,1200,1186,4,60.4876,11.0775
55,840,1200,1186,4,59.8652,11.3285
56,840,1200,1186,4,59.554,10.5755
57,840,1200,1186,4,60.4876,11.3285
58,840,1200,1186,4,59.8652,11.5795
59,840,1200,1186,4,60.020799999999994,10.3245
60,840,1200,1186,4,59.554,10.5755
61,840,1200,1186,4,60.020799999999994,11.0775
62,840,1200,1186,4,59.554,11.0775
63,360,720,714,4,60.1764,11.3285
64,360,720,714,4,60.020799999999994,10.826500000000001
65,360,720,714,4,59.8652,10.826500000000001
66,360,720,714,4,60.020799999999994,11.0775
67,360,720,714,4,59.709599999999995,11.5795
68,360,720,714,4,59.398399999999995,11.5795
69,360,720,714,4,60.020799999999994,11.0775
70,360,720,714,4,60.020799999999994,10.826500000000001
71,360,720,714,4,59.709599999999995,10.5755
72,360,720,714,4,60.331999999999994,11.0775
73,360,720,714,4,60.020799999999994,10.5755
74,360,720,714,4,59.709599999999995,10.5755
75,360,720,714,4,59.554,10.5755
76,360,720,714,4,60.020799999999994,10.5755
77,360,720,714,4,60.331999999999994,11.5795
78,360,720,714,4,60.331999999999994,11.5795
79,360,720,714,4,59.709599999999995,10.5755
80,360,720,714,4,60.020799999999994,11.5795
81,360,720,714,4,60.331999999999994,11.0775
82,360,720,714,4,59.709599999999995,10.5755
83,360,720,714,4,59.554,10.826500000000001
84,360,720,714,4,59.8652,10.5755
85,360,720,714,4,60.1764,10.826500000000001
86,360,720,714,4,59.554,10.5755
87,360,720,714,4,60.331999999999994,11.0775
88,360,720,714,4,60.020799999999994,11.0775
89,360,720,714,4,59.709599999999995,10.5755
90,360,720,714,4,59.8652,10.826500000000001
91,360,720,714,4,60.1764,11.3285
92,360,720,714,4,59.709599999999995,10.5755
