id,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,request_type,request_time,mobility_type,call_time,direct_drive_time
1,60.036367372248044,10.781964699588784,60.10673364537736,11.276715331350074,0,699,WALKING,0,0
2,60.00438270264381,10.928141022609164,60.06835204185228,10.961874020229253,0,841,WALKING,0,0
3,59.63975746915553,10.714498704348607,59.54380346034283,10.602055378948315,0,1105,WALKING,0,0
4,59.63336053523469,10.51210071862808,59.63336053523469,10.568322381328226,0,925,WALKING,0,0
5,59.658948270918074,10.781964699588784,59.58858199778876,10.883163692449047,0,967,WALKING,0,0
6,59.678139072680615,11.254226666270014,59.71012374228485,11.130539008329691,0,726,WALKING,0,0
7,60.40099260573632,10.939385355149193,60.432977275340555,10.950629687689224,0,371,WALKING,0,0
8,60.02357350440635,11.377914324210337,60.266656993398534,11.198005003569868,0,979,WALKING,0,0
9,59.722917610126544,10.770720367048755,59.742108411889085,10.613299711488343,0,422,WALKING,0,0
10,59.91482562775195,11.018095682929399,59.703726808364,10.804453364668841,0,850,WALKING,0,0
11,59.703726808364,11.175516338489809,59.63975746915553,10.826942029748901,0,1240,WALKING,0,0
12,60.138718314981595,11.33293699405022,60.0171765704855,10.916896690069136,0,967,WALKING,0,0
13,59.908428693831105,11.51284631469069,59.94681029735619,11.703999967871187,0,487,WALKING,0,0
14,60.3434202004487,11.085561678169574,60.29864166300277,11.15302767340975,0,551,WALKING,0,0
15,59.972398033039575,11.130539008329691,60.138718314981595,11.49035764961063,0,649,WALKING,0,0
16,60.25386312555684,11.108050343249634,60.3434202004487,11.029340015469428,0,858,WALKING,0,0
17,60.50974048239072,11.029340015469428,59.99798576872296,11.434135986910483,0,483,WALKING,0,0
18,60.036367372248044,10.871919359909018,60.35621406829039,10.871919359909018,0,430,WALKING,0,0
19,59.697329874443156,10.781964699588784,59.697329874443156,10.826942029748901,0,841,WALKING,0,0
20,60.496946614549024,11.231738001189957,60.49054968062818,10.86067502736899,0,1002,WALKING,0,0
21,60.369007936132085,11.209249336109897,60.413786473578014,11.198005003569868,0,542,WALKING,0,0
22,60.432977275340555,11.198005003569868,59.88284095814772,10.961874020229253,0,500,WALKING,0,0
23,59.927619495593646,11.614045307550953,60.09393977753567,11.456624651990541,0,860,WALKING,0,0
24,60.266656993398534,11.108050343249634,60.22827538987345,11.254226666270014,0,955,WALKING,0,0
25,59.86365015638518,10.905652357529107,59.62696360131384,11.602800975010924,0,609,WALKING,0,0
26,59.94041336343534,10.602055378948315,59.98519190088127,10.995607017849341,0,912,WALKING,0,0
27,60.42658034141971,10.86067502736899,60.305038596923616,10.995607017849341,0,533,WALKING,0,0
28,59.83806242070179,11.456624651990541,59.844459354622636,11.15302767340975,0,643,WALKING,0,0
29,60.369007936132085,11.344181326590249,60.369007936132085,11.231738001189957,0,916,WALKING,0,0
30,59.97879496696042,11.33293699405022,60.06835204185228,11.400402989290395,0,580,WALKING,0,0
31,60.1259244471399,10.916896690069136,60.04916124008974,10.83818636228893,0,511,WALKING,0,0
32,60.330626332607004,11.198005003569868,60.157909116744136,11.175516338489809,0,1225,WALKING,0,0
33,59.972398033039575,10.98436268530931,59.56939119602622,10.703254371808578,0,938,WALKING,0,0
34,60.04916124008974,11.096806010709605,59.79328388325586,11.242982333729985,0,519,WALKING,0,0
35,60.0171765704855,10.635788376568403,60.5481220859158,10.905652357529107,0,1132,WALKING,0,0
36,60.138718314981595,11.16427200594978,59.93401642951449,10.928141022609164,0,1165,WALKING,0,0
37,59.63336053523469,10.602055378948315,59.780490015414166,10.647032709108432,0,1101,WALKING,0,0
38,59.953207231277034,11.33293699405022,59.96600109911873,11.355425659130278,0,876,WALKING,0,0
39,60.14511524890244,11.119294675789662,60.100336711456514,11.254226666270014,0,1255,WALKING,0,0
40,59.806077751097554,10.894408024989076,60.08754284361482,11.625289640090982,0,933,WALKING,0,0
41,60.17070298458583,11.400402989290395,60.119527513219055,11.276715331350074,0,383,WALKING,0,0
42,60.11313057929821,11.063073013089516,59.73571147796824,11.411647321830426,0,442,WALKING,0,0
43,59.83806242070179,11.018095682929399,59.870047090306024,10.961874020229253,0,1069,WALKING,0,0
44,59.88284095814772,11.18676067102984,59.88284095814772,11.029340015469428,0,875,WALKING,0,0
45,59.83806242070179,11.175516338489809,59.594978931709605,10.624544044028374,0,513,WALKING,0,0
46,60.4393742092614,11.377914324210337,59.96600109911873,11.063073013089516,0,379,WALKING,0,0
47,60.4393742092614,11.175516338489809,60.29224472908192,11.209249336109897,0,549,WALKING,0,0
48,60.04276430616889,11.861420623431597,59.991588834802116,11.872664955971626,0,1017,WALKING,0,0
