id,start_of_availability,end_of_availability,maximum_ride_time,capacity_walking,depot_latitude,depot_longitude
1,600,960,950,4,60.4876,11.0775
2,600,960,950,4,59.8652,10.826500000000001
3,600,960,950,4,60.020799999999994,10.826500000000001
4,1080,1440,1422,4,59.8652,10.826500000000001
5,840,1200,1186,4,59.8652,11.3285
6,840,1200,1186,4,60.331999999999994,11.0775
7,840,1200,1186,4,59.709599999999995,11.3285
8,840,1200,1186,4,60.020799999999994,12.0815
9,840,1200,1186,4,60.020799999999994,11.3285
10,840,1200,1186,4,60.1764,11.3285
11,360,720,714,4,60.4876,11.0775
12,360,720,714,4,59.8652,11.3285
13,360,720,714,4,60.4876,11.0775
14,360,720,714,4,59.709599999999995,11.0775
15,360,720,714,4,59.8652,10.5755
