id,start_of_availability,end_of_availability,maximum_ride_time,capacity_walking,depot_latitude,depot_longitude
1,600,960,950,4,59.660000000000004,10.525
2,600,960,950,4,60.14,11.275
3,1080,1440,1422,4,59.980000000000004,11.025
4,1080,1440,1422,4,60.300000000000004,11.275
5,840,1200,1186,4,60.14,11.025
6,840,1200,1186,4,59.980000000000004,11.025
7,840,1200,1186,4,59.980000000000004,11.275
8,840,1200,1186,4,60.46,11.275
9,360,720,714,4,59.980000000000004,11.275
10,360,720,714,4,59.980000000000004,11.275
11,360,720,714,4,59.82,11.275
