id,start_of_availability,end_of_availability,maximum_ride_time,capacity_walking,depot_latitude,depot_longitude
1,600,960,950,4,60.22,11.15
2,600,960,950,4,59.58,10.65
3,600,960,950,4,59.900000000000006,11.316666666666666
4,600,960,950,4,60.540000000000006,11.316666666666666
5,600,960,950,4,60.00666666666667,11.65
6,600,960,950,4,59.79333333333334,10.65
7,600,960,950,4,60.22,11.316666666666666
8,600,960,950,4,59.900000000000006,10.65
9,1080,1440,1422,4,60.22,11.316666666666666
10,1080,1440,1422,4,60.32666666666667,11.316666666666666
11,1080,1440,1422,4,59.79333333333334,10.983333333333334
12,1080,1440,1422,4,60.32666666666667,11.15
13,1080,1440,1422,4,60.00666666666667,10.983333333333334
14,840,1200,1186,4,59.68666666666667,10.983333333333334
15,840,1200,1186,4,60.22,11.15
16,840,1200,1186,4,60.22,11.316666666666666
17,840,1200,1186,4,60.11333333333334,11.316666666666666
18,840,1200,1186,4,59.79333333333334,10.983333333333334
19,840,1200,1186,4,59.68666666666667,11.483333333333334
20,840,1200,1186,4,60.00666666666667,11.65
21,840,1200,1186,4,60.32666666666667,11.15
22,840,1200,1186,4,60.22,10.983333333333334
23,840,1200,1186,4,60.00666666666667,11.316666666666666
24,840,1200,1186,4,59.900000000000006,10.483333333333334
25,840,1200,1186,4,60.00666666666667,11.316666666666666
26,840,1200,1186,4,59.68666666666667,10.65
27,840,1200,1186,4,59.58,10.983333333333334
28,840,1200,1186,4,60.43333333333334,11.816666666666666
29,360,720,714,4,60.00666666666667,10.983333333333334
30,360,720,714,4,59.58,10.816666666666666
31,360,720,714,4,59.79333333333334,11.483333333333334
32,360,720,714,4,60.00666666666667,10.65
33,360,720,714,4,60.22,11.15
34,360,720,714,4,60.00666666666667,10.983333333333334
35,360,720,714,4,60.11333333333334,11.316666666666666
36,360,720,714,4,60.32666666666667,11.316666666666666
37,360,720,714,4,59.79333333333334,10.65
38,360,720,714,4,59.900000000000006,11.316666666666666
39,360,720,714,4,59.900000000000006,11.316666666666666
