id,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,request_type,request_time,mobility_type,call_time,direct_drive_time
1,60.119527513219055,11.445380319450512,60.138718314981595,11.445380319450512,0,954,WALKING,943,0
2,59.972398033039575,11.00685135038937,60.52253435023241,10.98436268530931,0,632,WALKING,622,0
3,59.94681029735619,11.400402989290395,59.85085628854348,11.4791133170706,0,437,WALKING,427,0
4,60.516137416311565,11.400402989290395,60.11313057929821,11.366669991670308,0,942,WALKING,930,0
5,59.98519190088127,10.455879055927934,59.68453600660146,10.68076570672852,0,1020,WALKING,1010,0
6,60.06835204185228,11.434135986910483,60.00438270264381,11.198005003569868,0,1005,WALKING,998,0
7,60.036367372248044,11.265470998810043,60.055558174010585,11.141783340869722,0,535,WALKING,527,0
8,59.90203175991026,10.973118352769282,60.08114590969397,10.287214067827493,0,894,WALKING,882,0
9,59.697329874443156,10.83818636228893,59.67174213875977,10.770720367048755,0,436,WALKING,422,0
10,60.08754284361482,10.973118352769282,59.87644402422687,11.175516338489809,0,813,WALKING,801,0
11,59.53740652642198,10.770720367048755,59.83806242070179,11.029340015469428,0,1068,WALKING,1058,0
12,59.83806242070179,10.557078048788197,59.72931454404739,10.703254371808578,0,457,WALKING,450,0
13,59.991588834802116,10.3659243956077,59.95960416519788,10.624544044028374,0,558,WALKING,550,0
14,60.119527513219055,12.063818609152126,60.0171765704855,11.996352613911949,0,659,WALKING,647,0
15,60.06835204185228,10.98436268530931,59.96600109911873,11.085561678169574,0,918,WALKING,910,0
16,60.50974048239072,11.051828680549487,60.516137416311565,11.31044832897016,0,813,WALKING,806,0
17,60.496946614549024,11.108050343249634,60.57370982159919,10.98436268530931,0,775,WALKING,768,0
18,60.02357350440635,11.040584348009459,59.99798576872296,11.085561678169574,0,875,WALKING,866,0
19,59.806077751097554,10.635788376568403,59.83166548678094,10.590811046408286,0,605,WALKING,593,0
20,59.98519190088127,11.141783340869722,59.83806242070179,11.00685135038937,0,930,WALKING,916,0
21,60.14511524890244,10.883163692449047,60.138718314981595,10.995607017849341,0,459,WALKING,445,0
22,59.68453600660146,11.591556642470893,59.7165206762057,11.49035764961063,0,1376,WALKING,1367,0
23,60.33702326652785,11.16427200594978,59.844459354622636,11.33293699405022,0,496,WALKING,488,0
24,59.703726808364,10.714498704348607,59.870047090306024,11.748977298031305,0,500,WALKING,493,0
25,60.24106925771515,11.411647321830426,59.780490015414166,10.894408024989076,0,773,WALKING,758,0
26,60.580106755520035,11.018095682929399,60.580106755520035,10.995607017849341,0,992,WALKING,986,0
27,60.1259244471399,11.400402989290395,60.06835204185228,11.445380319450512,0,386,WALKING,374,0
28,59.780490015414166,11.748977298031305,59.63336053523469,11.355425659130278,0,969,WALKING,962,0
29,59.77409308149332,10.950629687689224,59.742108411889085,10.973118352769282,0,899,WALKING,892,0
30,59.68453600660146,10.939385355149193,59.96600109911873,10.759476034508724,0,674,WALKING,659,0
