id,start_of_availability,end_of_availability,maximum_ride_time,capacity_walking,depot_latitude,depot_longitude
1,600,960,950,4,59.8652,10.5755
2,600,960,950,4,60.020799999999994,11.8305
3,600,960,950,4,60.1764,11.5795
4,1080,1440,1422,4,59.554,10.826500000000001
5,840,1200,1186,4,60.020799999999994,11.3285
6,840,1200,1186,4,59.8652,10.826500000000001
7,840,1200,1186,4,59.8652,11.5795
8,840,1200,1186,4,59.8652,11.0775
9,840,1200,1186,4,60.020799999999994,10.826500000000001
10,360,720,714,4,60.1764,11.0775
11,360,720,714,4,60.331999999999994,11.0775
12,360,720,714,4,60.020799999999994,10.826500000000001
13,360,720,714,4,60.331999999999994,11.5795
14,360,720,714,4,60.1764,11.8305
