id,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,request_type,request_time,mobility_type,call_time,direct_drive_time
1,59.69093294052231,11.524090647230718,59.7165206762057,11.108050343249634,0,1075,WALKING,1061,0
2,59.75490227973078,10.557078048788197,59.85725322246433,11.18676067102984,0,1276,WALKING,1268,0
3,60.16430605066498,11.141783340869722,60.21548152203176,11.18676067102984,0,1117,WALKING,1109,0
4,59.972398033039575,10.68076570672852,60.00438270264381,10.66952137418849,0,436,WALKING,429,0
5,60.305038596923616,11.51284631469069,60.38180180397378,11.063073013089516,0,796,WALKING,787,0
6,59.94681029735619,10.65827704164846,60.13232138106075,10.568322381328226,0,877,WALKING,867,0
7,59.64615440307638,11.063073013089516,59.575788129947064,10.905652357529107,0,907,WALKING,893,0
8,59.972398033039575,11.782710295651393,59.96600109911873,11.400402989290395,0,1115,WALKING,1100,0
9,59.972398033039575,10.275969735287465,59.83166548678094,11.141783340869722,0,1132,WALKING,1123,0
10,60.31783246476531,11.16427200594978,60.305038596923616,11.108050343249634,0,754,WALKING,741,0
11,59.89563482598941,10.793209032128813,59.953207231277034,10.928141022609164,0,798,WALKING,787,0
12,60.11313057929821,11.130539008329691,60.06195510793143,11.209249336109897,0,1286,WALKING,1278,0
13,59.91482562775195,10.635788376568403,60.00438270264381,11.029340015469428,0,642,WALKING,627,0
14,60.40738953965717,11.018095682929399,60.57370982159919,11.15302767340975,0,508,WALKING,496,0
15,59.66534520483892,10.65827704164846,59.87644402422687,10.68076570672852,0,926,WALKING,913,0
16,59.98519190088127,11.321692661510191,59.90203175991026,11.040584348009459,0,925,WALKING,911,0
17,60.02357350440635,11.692755635331158,60.06835204185228,11.647778305171041,0,798,WALKING,789,0
18,59.594978931709605,10.624544044028374,59.87644402422687,11.299203996430132,0,524,WALKING,516,0
19,60.0171765704855,10.399657393227788,59.93401642951449,10.849430694828959,0,822,WALKING,810,0
20,60.3434202004487,11.625289640090982,60.09393977753567,11.15302767340975,0,693,WALKING,680,0
21,59.87644402422687,10.995607017849341,59.69093294052231,11.299203996430132,0,949,WALKING,939,0
22,60.17070298458583,11.355425659130278,60.14511524890244,10.928141022609164,0,369,WALKING,362,0
23,59.72931454404739,10.725743036888638,59.88284095814772,10.748231701968695,0,571,WALKING,565,0
24,59.927619495593646,11.51284631469069,60.00438270264381,11.535334979770747,0,1070,WALKING,1061,0
25,59.86365015638518,10.579566713868257,59.8124746850184,10.83818636228893,0,695,WALKING,682,0
26,60.47135887886564,11.175516338489809,59.991588834802116,11.198005003569868,0,1260,WALKING,1246,0
27,59.703726808364,10.647032709108432,59.58218506386791,10.725743036888638,0,1022,WALKING,1008,0
28,60.15151218282329,10.950629687689224,59.63336053523469,10.692010039268549,0,512,WALKING,501,0
29,59.62056666739299,10.65827704164846,59.742108411889085,11.051828680549487,0,1047,WALKING,1039,0
30,59.7165206762057,11.546579312310776,59.76769614757247,11.670266970251099,0,380,WALKING,368,0
31,59.98519190088127,10.253481070207405,59.780490015414166,10.804453364668841,0,982,WALKING,972,0
32,60.09393977753567,11.276715331350074,60.0299704383272,11.321692661510191,0,887,WALKING,875,0
33,60.04916124008974,11.411647321830426,59.870047090306024,10.849430694828959,0,523,WALKING,513,0
34,60.20908458811091,10.973118352769282,60.3434202004487,11.231738001189957,0,1026,WALKING,1018,0
35,59.678139072680615,11.535334979770747,59.697329874443156,11.614045307550953,0,979,WALKING,964,0
36,59.511818790738594,10.692010039268549,59.71012374228485,10.692010039268549,0,902,WALKING,894,0
37,60.157909116744136,10.961874020229253,59.89563482598941,11.175516338489809,0,945,WALKING,939,0
38,60.036367372248044,11.591556642470893,60.202687654190065,11.535334979770747,0,900,WALKING,894,0
39,59.76769614757247,11.355425659130278,60.1259244471399,11.119294675789662,0,709,WALKING,696,0
40,59.927619495593646,10.433390390847874,59.85725322246433,10.523345051168109,0,1212,WALKING,1204,0
41,60.330626332607004,11.287959663890103,60.202687654190065,11.501601982150659,0,438,WALKING,427,0
42,60.48415274670733,11.18676067102984,60.00438270264381,11.040584348009459,0,1208,WALKING,1195,0
43,60.074748975773126,12.097551606772212,60.055558174010585,12.176261934552418,0,952,WALKING,945,0
44,59.86365015638518,11.366669991670308,59.87644402422687,11.400402989290395,0,967,WALKING,961,0
45,59.93401642951449,10.871919359909018,59.90203175991026,10.781964699588784,0,863,WALKING,854,0
46,60.08114590969397,10.83818636228893,60.100336711456514,10.883163692449047,0,929,WALKING,914,0
47,59.72931454404739,11.355425659130278,59.658948270918074,11.15302767340975,0,954,WALKING,944,0
48,59.85725322246433,10.714498704348607,59.62056666739299,10.804453364668841,0,966,WALKING,956,0
49,59.8124746850184,11.389158656750366,59.908428693831105,11.524090647230718,0,902,WALKING,891,0
50,60.06835204185228,10.98436268530931,59.99798576872296,11.220493668649926,0,984,WALKING,977,0
51,60.33702326652785,11.108050343249634,60.36261100221124,10.83818636228893,0,1026,WALKING,1018,0
52,60.516137416311565,10.995607017849341,60.477755812786484,10.928141022609164,0,826,WALKING,816,0
53,59.94041336343534,11.4791133170706,60.010779636564656,10.714498704348607,0,1069,WALKING,1062,0
54,59.56939119602622,10.53458938370814,59.870047090306024,10.590811046408286,0,423,WALKING,410,0
55,60.221878455952606,11.220493668649926,60.15151218282329,11.18676067102984,0,951,WALKING,941,0
56,60.19629072026922,11.096806010709605,60.08754284361482,10.961874020229253,0,721,WALKING,715,0
57,59.6077727995513,10.65827704164846,59.72931454404739,10.377168728147728,0,945,WALKING,934,0
58,59.94681029735619,11.411647321830426,60.0299704383272,11.355425659130278,0,1277,WALKING,1271,0
59,59.91482562775195,11.287959663890103,60.42658034141971,10.83818636228893,0,740,WALKING,725,0
60,60.37540487005293,11.141783340869722,59.88284095814772,10.65827704164846,0,938,WALKING,928,0
61,59.81887161893925,11.445380319450512,59.79328388325586,11.389158656750366,0,872,WALKING,860,0
62,60.06835204185228,11.063073013089516,60.08754284361482,11.242982333729985,0,932,WALKING,923,0
63,60.055558174010585,11.692755635331158,59.95960416519788,11.928886618671774,0,980,WALKING,965,0
64,59.60137586563045,11.524090647230718,59.67174213875977,11.411647321830426,0,663,WALKING,656,0
65,59.48623105505521,10.759476034508724,59.69093294052231,10.815697697208872,0,750,WALKING,737,0
66,59.96600109911873,10.433390390847874,59.94041336343534,11.141783340869722,0,511,WALKING,499,0
67,60.20908458811091,11.175516338489809,60.09393977753567,10.905652357529107,0,445,WALKING,439,0
68,59.89563482598941,10.478367721007992,59.90203175991026,10.568322381328226,0,819,WALKING,810,0
69,60.32422939868616,10.635788376568403,60.3434202004487,10.602055378948315,0,859,WALKING,851,0
70,59.825268552860095,11.108050343249634,59.85085628854348,11.085561678169574,0,1202,WALKING,1196,0
71,60.055558174010585,11.400402989290395,60.036367372248044,11.33293699405022,0,1120,WALKING,1110,0
72,60.2346723237943,11.557823644850806,59.953207231277034,11.344181326590249,0,1125,WALKING,1110,0
73,59.94041336343534,10.568322381328226,59.91482562775195,10.219748072587318,0,1031,WALKING,1017,0
74,59.492627988976054,10.703254371808578,59.62696360131384,11.029340015469428,0,1008,WALKING,998,0
75,59.78688694933501,10.714498704348607,59.71012374228485,10.703254371808578,0,777,WALKING,769,0
76,59.81887161893925,11.49035764961063,59.85725322246433,10.98436268530931,0,553,WALKING,539,0
77,60.06195510793143,10.894408024989076,60.15151218282329,11.389158656750366,0,1275,WALKING,1261,0
78,60.535328218074106,11.00685135038937,60.496946614549024,11.00685135038937,0,607,WALKING,598,0
79,60.266656993398534,11.231738001189957,60.21548152203176,11.422891654370455,0,914,WALKING,903,0
80,59.95960416519788,10.905652357529107,59.98519190088127,11.085561678169574,0,439,WALKING,433,0
81,59.72931454404739,11.074317345629545,59.79328388325586,11.141783340869722,0,783,WALKING,772,0
82,59.98519190088127,10.849430694828959,60.010779636564656,10.995607017849341,0,410,WALKING,404,0
83,60.04276430616889,11.422891654370455,60.09393977753567,11.276715331350074,0,677,WALKING,665,0
84,59.550200394263676,10.793209032128813,59.44145251760928,10.83818636228893,0,976,WALKING,965,0
85,60.1259244471399,11.557823644850806,60.17070298458583,11.535334979770747,0,435,WALKING,426,0
86,59.76769614757247,11.580312309930864,59.88284095814772,11.569067977390835,0,926,WALKING,911,0
87,59.60137586563045,10.579566713868257,59.62056666739299,10.894408024989076,0,917,WALKING,910,0
88,59.927619495593646,10.523345051168109,59.94681029735619,10.53458938370814,0,782,WALKING,768,0
89,59.614169733472146,10.916896690069136,59.65255133699723,10.66952137418849,0,1020,WALKING,1014,0
90,59.47343718721351,10.883163692449047,59.492627988976054,10.883163692449047,0,1172,WALKING,1162,0
91,59.83806242070179,11.49035764961063,59.86365015638518,11.344181326590249,0,956,WALKING,942,0
92,60.31143553084446,11.108050343249634,60.29224472908192,11.141783340869722,0,968,WALKING,955,0
93,59.90203175991026,11.063073013089516,60.496946614549024,10.793209032128813,0,1132,WALKING,1123,0
94,60.37540487005293,11.085561678169574,60.157909116744136,10.928141022609164,0,459,WALKING,450,0
95,59.806077751097554,10.66952137418849,59.870047090306024,10.624544044028374,0,884,WALKING,873,0
96,60.04276430616889,11.029340015469428,60.06195510793143,11.130539008329691,0,1068,WALKING,1057,0
97,59.47983412113436,10.871919359909018,59.45424638545097,10.692010039268549,0,1019,WALKING,1009,0
98,60.06195510793143,11.029340015469428,60.010779636564656,11.018095682929399,0,966,WALKING,951,0
99,60.40099260573632,11.220493668649926,60.183496852427524,11.040584348009459,0,926,WALKING,917,0
100,59.550200394263676,10.66952137418849,59.550200394263676,10.613299711488343,0,935,WALKING,925,0
