id,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,request_type,request_time,mobility_type,call_time,direct_drive_time
1,59.870047090306024,10.736987369428666,59.96600109911873,11.051828680549487,1,840,WALKING,0,0
2,60.413786473578014,11.276715331350074,60.27305392731938,11.119294675789662,0,1120,WALKING,0,0
3,60.432977275340555,11.085561678169574,60.50334354846987,11.051828680549487,0,747,WALKING,0,0
4,59.89563482598941,11.524090647230718,59.927619495593646,11.242982333729985,0,486,WALKING,0,0
5,60.0299704383272,10.500856386088051,60.04276430616889,10.388413060687757,1,865,WALKING,0,0
6,59.94041336343534,10.781964699588784,59.94041336343534,10.647032709108432,1,609,WALKING,0,0
7,60.38180180397378,11.130539008329691,59.95960416519788,11.119294675789662,0,415,WALKING,0,0
8,59.97879496696042,11.321692661510191,60.09393977753567,11.31044832897016,1,828,WALKING,0,0
9,60.00438270264381,11.209249336109897,59.870047090306024,11.31044832897016,0,362,WALKING,0,0
10,60.24746619163599,11.085561678169574,59.94041336343534,11.209249336109897,1,509,WALKING,0,0
11,60.31143553084446,11.33293699405022,60.202687654190065,11.355425659130278,1,859,WALKING,0,0
12,59.88284095814772,11.535334979770747,59.83806242070179,11.524090647230718,0,1127,WALKING,0,0
13,60.29864166300277,10.995607017849341,60.036367372248044,10.995607017849341,1,1033,WALKING,0,0
14,59.94681029735619,11.4791133170706,59.908428693831105,11.389158656750366,1,860,WALKING,0,0
15,59.825268552860095,11.33293699405022,59.79968081717671,11.501601982150659,0,564,WALKING,0,0
16,59.8124746850184,11.00685135038937,59.96600109911873,11.130539008329691,0,1351,WALKING,0,0
17,60.305038596923616,11.355425659130278,59.97879496696042,11.445380319450512,0,1372,WALKING,0,0
18,59.94681029735619,10.905652357529107,60.0171765704855,11.108050343249634,1,1010,WALKING,0,0
19,59.88284095814772,10.590811046408286,60.0299704383272,10.725743036888638,0,1043,WALKING,0,0
20,59.697329874443156,11.49035764961063,59.58218506386791,11.130539008329691,0,524,WALKING,0,0
21,59.68453600660146,11.366669991670308,59.79328388325586,11.411647321830426,0,983,WALKING,0,0
22,60.516137416311565,11.119294675789662,60.52893128415326,11.074317345629545,1,1123,WALKING,0,0
23,60.52893128415326,11.16427200594978,60.496946614549024,11.389158656750366,0,975,WALKING,0,0
24,59.85085628854348,10.489612053548022,59.88284095814772,10.444634723387905,0,463,WALKING,0,0
25,59.908428693831105,10.579566713868257,59.88284095814772,11.130539008329691,0,363,WALKING,0,0
26,60.04276430616889,11.31044832897016,59.97879496696042,11.422891654370455,1,493,WALKING,0,0
27,60.432977275340555,11.119294675789662,60.42658034141971,10.928141022609164,0,374,WALKING,0,0
28,59.95960416519788,10.635788376568403,59.90203175991026,10.579566713868257,0,665,WALKING,0,0
29,60.06835204185228,11.119294675789662,60.119527513219055,10.995607017849341,0,433,WALKING,0,0
30,60.0299704383272,10.590811046408286,60.06195510793143,10.444634723387905,1,850,WALKING,0,0
31,59.83166548678094,11.81644329327148,59.74850534580993,11.63653397263101,1,449,WALKING,0,0
32,59.66534520483892,11.65902263771107,59.69093294052231,11.524090647230718,0,952,WALKING,0,0
33,60.06195510793143,11.344181326590249,59.94041336343534,11.456624651990541,0,1119,WALKING,0,0
34,59.65255133699723,11.344181326590249,59.761299213651625,11.321692661510191,1,895,WALKING,0,0
35,60.27945086124023,11.198005003569868,60.183496852427524,11.040584348009459,0,472,WALKING,0,0
36,60.39459567181547,11.31044832897016,60.46496194494479,11.096806010709605,0,459,WALKING,0,0
37,60.285847795161075,11.175516338489809,59.927619495593646,11.108050343249634,1,1352,WALKING,0,0
38,60.4393742092614,10.961874020229253,60.20908458811091,11.33293699405022,0,831,WALKING,0,0
39,59.953207231277034,11.287959663890103,59.77409308149332,10.781964699588784,1,482,WALKING,0,0
40,60.0171765704855,10.253481070207405,59.98519190088127,10.33219139798761,0,646,WALKING,0,0
41,60.055558174010585,10.467123388467963,60.00438270264381,10.736987369428666,1,833,WALKING,0,0
